"id","hs_dip","ethnicity","age","gender","clubmemb","residency","oc","founda","visitlib","med","per","fin","ft_pt","attendance","week4_test","first_sem","attend_disc","first_sem_disc","week4_test_disc","age_disc","startweek","endweek","drops"
4310,3,"4",28,"1",1,"3","no","no",4,0,0,0,"ft",0.932596881822404,0.652488973445746,0.283075427987032,"good","fail","pass","millenn",1,156,0
4311,5,"5",31,"2",0,"1","yes","no",5,0,0,1,"pt",0.842567213734419,0.657200352867743,0.870262962261814,"good","dist","pass","millenn",1,79,1
4312,1,"1",26,"1",3,"3","no","no",2,0,0,0,"ft",0.964626888119699,0.680612697998927,0.845847744510081,"good","dist","pass","millenn",1,156,0
4313,2,"2",44,"1",0,"3","yes","no",5,0,2,0,"ft",0.936240423041741,0.688044266989653,0.887409890991492,"good","dist","pass","geny",1,156,0
4314,2,"1",47,"2",0,"2","no","no",7,0,0,0,"ft",0.98338470501007,0.848733568059684,0.947972559653999,"good","dist","dist","geny",1,66,1
4315,3,"2",25,"1",0,"1","no","no",0,0,0,0,"pt",0.855670636420611,0.493910724991707,0.881591609301162,"good","dist","fail","millenn",1,156,0
4316,2,"1",26,"4",0,"2","yes","no",0,0,0,1,"ft",0.969944808769192,0.502880802661509,0.52382721134913,"good","pass","pass","millenn",1,156,0
4317,2,"1",29,"1",1,"1","yes","no",0,0,0,0,"ft",0.990919445392008,0.46187659584597,0.560078970773699,"good","pass","fail","millenn",1,156,0
4318,3,"5",26,"1",0,"2","yes","no",5,0,0,0,"ft",0.616703529869414,0.604590917193431,0.508281780185513,"ok","pass","pass","millenn",1,156,0
4319,3,"1",25,"2",0,"3","yes","no",0,0,0,0,"ft",0.918790888394377,0.6129399263943,0.925580539978991,"good","dist","pass","millenn",1,156,0
4320,3,"1",26,"1",0,"3","no","no",4,0,0,0,"ft",0.866040488606523,0.716921529159777,0.162064975025187,"good","fail","pass","millenn",1,81,1
4321,3,"1",27,"2",0,"1","no","no",0,1,0,0,"ft",0.982424276180256,0.510657234764867,0.675307917543679,"good","pass","pass","millenn",1,32,1
4322,3,"5",25,"1",0,"2","yes","no",4,0,0,0,"ft",0.931961812244736,0.724786584236202,0.623620672183734,"good","pass","pass","millenn",1,156,0
4323,4,"1",26,"2",0,"1","no","no",5,0,0,0,"pt",0.920145138924213,0.746232351415561,0.747384945213978,"good","pass","pass","millenn",1,145,1
4324,3,"1",23,"1",0,"3","yes","no",0,0,2,0,"ft",0.924729425113367,0.529733275691963,0.86012823776749,"good","dist","pass","millenn",1,156,0
4325,2,"1",24,"1",1,"1","no","no",4,0,0,0,"pt",0.545996678383721,0.577132132304632,0.265206119551711,"ok","fail","pass","millenn",1,156,0
4326,1,"1",27,"2",0,"1","no","no",5,0,1,0,"ft",0.242271956931678,0.635858151128776,0.105982479918488,"poor","fail","pass","millenn",1,156,0
4327,1,"1",29,"2",1,"3","yes","no",3,0,0,0,"ft",0.747861783053944,0.515399452721746,0.308054485100452,"ok","fail","pass","millenn",1,156,0
4328,5,"5",17,"1",3,"3","yes","no",5,2,0,0,"ft",0.78017312167315,0.724095942520887,0.152895267145236,"good","fail","pass","genz",1,156,0
4329,5,"2",39,"1",1,"1","no","yes",6,0,0,0,"pt",0.903310124789338,0.798477910556736,0.831948151660409,"good","dist","dist","geny",1,13,1
4330,5,"2",29,"1",0,"3","no","yes",4,0,0,0,"ft",0.955789274285789,0.653826059664196,0.712478676276332,"good","pass","pass","millenn",1,156,0
4331,3,"1",30,"1",0,"3","yes","no",5,0,0,0,"ft",0.988332958412334,0.792862129085626,0.563917132669751,"good","pass","dist","millenn",1,156,0
4332,3,"3",22,"4",0,"3","yes","no",8,0,0,0,"ft",0.973465420827672,0.795503005680719,0.946862857133435,"good","dist","dist","millenn",1,156,0
4333,2,"2",19,"2",0,"3","yes","no",1,0,0,0,"ft",0.832481348467499,0.465301416236212,0.420923693124359,"good","fail","fail","genz",1,156,0
4334,3,"2",23,"1",0,"1","no","no",10,0,0,0,"pt",0.966931170242134,0.907474238698151,0.584747108501967,"good","pass","dist","millenn",1,26,1
4335,5,"1",35,"2",0,"1","no","no",1,0,0,0,"pt",0.967518757041515,0.497195702449428,0.40289350698815,"good","fail","fail","geny",1,156,0
4336,1,"1",28,"2",0,"3","yes","no",1,4,0,0,"ft",0.456078808653844,0.51730197140263,0.147455276082943,"poor","fail","pass","millenn",1,79,1
4337,2,"1",22,"2",0,"1","yes","no",0,0,0,2,"ft",0.747294160801181,0.40281964668544,0.742478178742338,"ok","pass","fail","millenn",1,156,0
4338,2,"1",29,"2",0,"1","no","no",3,0,0,0,"pt",0.888458113223833,0.711472107462597,0.784320365348859,"good","dist","pass","millenn",1,13,1
4339,4,"1",22,"1",0,"1","no","no",6,0,1,0,"ft",0.532464800928243,0.7321254752673,0.496019345935886,"ok","fail","pass","millenn",1,26,1
4340,3,"2",22,"1",1,"3","yes","no",3,0,0,0,"ft",0.858579514072452,0.799159323505937,0.629138640998604,"good","pass","dist","millenn",1,156,0
4341,2,"1",25,"1",0,"1","no","no",0,0,0,0,"pt",0.725704684355174,0.5420877105039,0.315874297846307,"ok","fail","pass","millenn",1,156,0
4342,5,"1",25,"1",0,"1","no","no",6,0,0,0,"pt",0.635058255742009,0.665773741926435,0.162871649569817,"ok","fail","pass","millenn",1,93,1
4343,2,"1",23,"1",1,"1","no","no",0,0,0,0,"ft",0.870489826989681,0.429541869141684,0.441460105968456,"good","fail","fail","millenn",1,156,0
4344,2,"2",20,"1",0,"3","yes","no",0,0,0,0,"ft",0.989628286415052,0.462843829379625,0.870850664048643,"good","dist","fail","genz",1,156,0
4345,5,"1",27,"2",0,"3","no","yes",5,0,2,0,"ft",0.985078745339012,0.786964229039758,0.314595374083953,"good","fail","dist","millenn",1,156,0
4346,4,"2",22,"2",0,"1","no","yes",5,0,0,0,"pt",0.943541419799982,0.696597391387358,0.801882978411747,"good","dist","pass","millenn",1,79,1
4347,2,"1",27,"1",0,"1","no","no",2,0,0,0,"ft",0.941712456931961,0.56206562743654,0.56527222580107,"good","pass","pass","millenn",1,156,0
4348,1,"1",21,"2",0,"1","no","no",4,0,0,0,"ft",0.804726868352735,0.720586246903897,0.942086259906753,"good","dist","pass","millenn",1,156,0
4349,3,"1",17,"2",0,"3","yes","no",3,2,0,0,"ft",0.614669040668663,0.562386279787951,0.549009335427452,"ok","pass","pass","genz",1,39,1
4350,3,"1",22,"1",2,"1","no","no",1,0,0,0,"pt",0.641894594880358,0.462819358261161,0.799660211394454,"ok","dist","fail","millenn",1,156,0
4351,2,"1",23,"2",0,"1","no","no",4,0,0,0,"ft",0.747586261531222,0.70816677674407,0.779543276502593,"ok","dist","pass","millenn",1,26,1
4352,3,"2",28,"2",0,"1","no","no",2,0,0,0,"pt",0.948369198537983,0.658438552655544,0.90946935874177,"good","dist","pass","millenn",1,156,0
4353,3,"1",26,"1",2,"3","yes","no",5,0,0,0,"ft",0.783035038047254,0.715176548737331,0.702912555430396,"good","pass","pass","millenn",1,156,0
4354,2,"1",32,"1",0,"3","no","no",5,0,0,0,"ft",0.932175044771102,0.761129665249708,0.914569785965795,"good","dist","dist","millenn",1,156,0
4355,2,"1",23,"1",2,"3","yes","no",7,0,0,0,"ft",0.998905850445883,0.728875638424775,0.511891740778739,"good","pass","pass","millenn",1,8,1
4356,2,"2",35,"1",0,"1","no","no",2,0,0,0,"ft",0.9599580670085,0.670031610344115,0.645220683478317,"good","pass","pass","geny",1,156,0
4357,4,"2",37,"1",2,"3","yes","no",2,0,0,0,"ft",0.977554578369734,0.429627105014309,0.867084360625157,"good","dist","fail","geny",1,156,0
4358,3,"1",46,"2",0,"3","no","no",3,0,0,0,"ft",0.981740604117671,0.774779302932519,0.831712935225346,"good","dist","dist","geny",1,156,0
4359,3,"3",17,"2",0,"1","no","no",6,0,0,0,"ft",0.951434506366573,0.705900617890025,0.958935725744442,"good","dist","pass","genz",1,156,0
4360,2,"1",24,"1",0,"3","yes","no",1,0,0,3,"ft",0.908515010848948,0.568951944744889,0.848893139428793,"good","dist","pass","millenn",1,156,0
4361,5,"1",19,"2",3,"1","no","no",2,0,0,0,"ft",0.976332808927232,0.44812852933448,0.47592476384314,"good","fail","fail","genz",1,156,0
4362,3,"1",26,"2",3,"1","no","no",2,0,0,0,"pt",0.812374986763946,0.55676993295757,0.724817151499018,"good","pass","pass","millenn",1,156,0
4363,3,"3",30,"2",0,"1","no","no",5,0,0,1,"pt",0.933724784542746,0.712745355768504,0.39399723849637,"good","fail","pass","millenn",1,156,0
4364,2,"2",18,"1",0,"1","no","no",0,0,0,0,"ft",0.954395663141246,0.391989422730053,0.431561732062037,"good","fail","fail","genz",1,156,0
4365,5,"3",28,"1",0,"1","no","yes",5,0,0,0,"ft",0.792610106097463,0.761381535234421,0.927850455677096,"good","dist","dist","millenn",1,156,0
4366,1,"2",20,"2",2,"1","no","no",5,0,0,0,"ft",0.884134701358285,0.712441527774957,0.697488641255467,"good","pass","pass","genz",1,156,0
4367,3,"1",21,"2",3,"1","yes","no",0,0,0,3,"ft",0.953954991980088,0.486337936804125,0.552896154740447,"good","pass","fail","millenn",1,138,1
4368,3,"3",31,"1",1,"3","yes","no",2,0,0,0,"ft",0.866039426256806,0.665892724232607,0.68648747216027,"good","pass","pass","millenn",1,13,1
4369,2,"1",30,"1",2,"3","no","no",8,0,0,0,"ft",0.812419387785856,0.843967127298741,0.544306524947991,"good","pass","dist","millenn",1,156,0
4370,3,"1",23,"1",0,"1","no","no",4,0,0,0,"ft",0.522807656437466,0.664564986727428,0.427617963111887,"ok","fail","pass","millenn",1,156,0
4371,2,"1",20,"2",0,"3","yes","no",4,0,0,0,"ft",0.993959290969617,0.633803608195031,0.943117954362131,"good","dist","pass","genz",1,156,0
4372,4,"1",27,"2",0,"3","yes","no",2,0,0,0,"ft",0.888543395436368,0.512761356931691,0.597566775352795,"good","pass","pass","millenn",1,156,0
4373,3,"1",18,"1",1,"1","no","no",5,0,0,0,"ft",0.930939688293969,0.815632935622551,0.817014981860716,"good","dist","dist","genz",1,156,0
4374,3,"1",24,"2",2,"3","no","no",0,0,0,0,"ft",0.929661948595323,0.532461375342286,0.538686097280477,"good","pass","pass","millenn",1,156,0
4375,4,"1",17,"2",3,"3","no","no",4,0,0,0,"ft",0.946030394778574,0.638411056116028,0.952836063408392,"good","dist","pass","genz",1,156,0
4376,4,"1",18,"2",2,"1","no","no",4,0,0,0,"ft",0.99457581237867,0.83065992352787,0.910511598097682,"good","dist","dist","genz",1,156,0
4377,1,"1",26,"1",0,"1","no","no",5,0,0,0,"ft",0.945863615833855,0.71105533025156,0.930534054855536,"good","dist","pass","millenn",1,156,0
4378,2,"1",28,"4",2,"1","no","no",3,0,0,0,"ft",0.903518347797991,0.593432422365725,0.773673983205004,"good","dist","pass","millenn",1,156,0
4379,4,"1",19,"1",1,"3","yes","no",6,0,0,0,"ft",0.906164215064977,0.801691356101191,0.807013286824041,"good","dist","dist","genz",1,156,0
4380,3,"3",21,"4",0,"1","no","no",0,0,0,0,"ft",0.817638186549535,0.518121916502034,0.915454424237757,"good","dist","pass","millenn",1,40,1
4381,4,"3",23,"2",0,"1","yes","no",6,0,0,0,"ft",0.921871290690828,0.706877584196171,0.584255332584788,"good","pass","pass","millenn",1,156,0
4382,5,"3",26,"1",1,"1","no","yes",3,0,0,0,"pt",0.967741322808003,0.633392811542935,0.110162758312931,"good","fail","pass","millenn",1,156,0
4383,1,"2",21,"1",0,"2","yes","no",4,0,0,0,"ft",0.798577622956962,0.674211066435207,0.958727901374873,"good","dist","pass","millenn",1,156,0
4384,5,"5",24,"1",0,"1","no","no",2,0,0,0,"ft",0.9294412987844,0.423865037797303,0.675387919662335,"good","pass","fail","millenn",1,26,1
4385,2,"1",44,"2",1,"1","no","no",0,0,0,0,"pt",0.984826907463871,0.448969279365621,0.366984393280216,"good","fail","fail","geny",1,156,0
4386,2,"1",28,"1",0,"3","no","no",0,1,0,0,"ft",0.979493449301733,0.341954553243115,0.723345822575071,"good","pass","fail","millenn",1,156,0
4387,4,"1",26,"1",0,"1","no","no",0,0,0,0,"ft",0.763064413192104,0.465364212693845,0.508206654435749,"good","pass","fail","millenn",1,156,0
4388,4,"5",30,"1",0,"1","no","no",0,0,0,0,"ft",0.684664349722459,0.350676901382471,0.548830216894933,"ok","pass","fail","millenn",1,156,0
4389,2,"1",22,"2",2,"2","yes","no",2,0,0,0,"ft",0.990548468963168,0.568401006197582,0.223634342339903,"good","fail","pass","millenn",1,13,1
4390,2,"1",24,"2",2,"1","no","no",0,1,0,0,"ft",0.616806257481115,0.393675380012352,0.388621752381586,"ok","fail","fail","millenn",1,156,0
4391,5,"1",18,"2",0,"2","yes","yes",3,0,0,0,"ft",0.967037638049812,0.669744672379119,0.529220510303485,"good","pass","pass","genz",1,156,0
4392,5,"1",26,"1",0,"1","no","yes",3,0,0,0,"ft",0.955375240560139,0.668253338181726,0.779490633609807,"good","dist","pass","millenn",1,156,0
4393,2,"1",31,"2",0,"3","yes","no",4,0,0,0,"ft",0.794247744660218,0.678857139797563,0.891630283034198,"good","dist","pass","millenn",1,156,0
4394,3,"1",33,"1",0,"3","yes","no",1,0,0,0,"ft",0.943884348542483,0.610864516287545,0.726919916187039,"good","pass","pass","millenn",1,66,1
4395,3,"1",22,"1",0,"1","no","no",0,0,0,0,"pt",0.726617255761921,0.402251952505909,0.831465074477301,"ok","dist","fail","millenn",1,79,1
4396,3,"1",25,"1",0,"1","no","no",5,1,0,0,"ft",0.955358460367282,0.654830928310123,0.866951270173359,"good","dist","pass","millenn",1,156,0
4397,2,"1",25,"1",0,"1","no","no",0,0,0,0,"pt",0.997748553989306,0.528256001427022,0.498408518002695,"good","fail","pass","millenn",1,156,0
4398,2,"2",25,"2",0,"1","no","no",6,0,0,0,"ft",0.987881184751599,0.806359709418751,0.630722571280859,"good","pass","dist","millenn",1,156,0
4399,4,"1",29,"2",3,"1","no","yes",0,0,0,0,"pt",0.903343037698346,0.485071327194605,0.693193482774016,"good","pass","fail","millenn",1,26,1
4400,5,"1",29,"2",0,"3","yes","no",0,0,0,0,"ft",0.94203146040529,0.549267150270352,0.613140137630394,"good","pass","pass","millenn",1,26,1
4401,3,"2",19,"2",2,"1","no","no",2,0,0,0,"ft",0.899993692228285,0.616307938649055,0.714959684266403,"good","pass","pass","genz",1,156,0
4402,4,"1",40,"1",0,"3","yes","yes",0,0,0,0,"ft",0.970012411353528,0.526810477437064,0.42040628440352,"good","fail","pass","geny",1,156,0
4403,3,"1",27,"1",0,"1","no","no",6,0,0,0,"pt",0.957921446997496,0.76602170599431,0.940996593606063,"good","dist","dist","millenn",1,156,0
4404,3,"3",25,"2",2,"3","yes","no",4,0,0,2,"ft",0.929464292108229,0.640935523587955,0.588613381229878,"good","pass","pass","millenn",1,156,0
4405,3,"1",18,"3",0,"3","no","no",8,0,2,0,"ft",0.785630966011175,0.870632069549236,0.361221451604949,"good","fail","dist","genz",1,156,0
4406,2,"5",23,"2",2,"1","no","no",0,0,0,0,"ft",0.913431742446535,0.661903410272387,0.787696421178475,"good","dist","pass","millenn",1,156,0
4407,3,"2",22,"1",0,"1","no","no",0,0,0,0,"pt",0.64130154347375,0.272258977383938,0.34509598882129,"ok","fail","fail","millenn",1,156,0
4408,3,"1",26,"2",2,"1","no","no",0,0,0,0,"ft",0.816459563946393,0.530298515909577,0.672578107970635,"good","pass","pass","millenn",1,156,0
4409,4,"1",24,"2",0,"1","no","no",5,0,1,0,"pt",0.922442722871799,0.653408757165958,0.85018246535236,"good","dist","pass","millenn",1,118,1
4410,1,"3",32,"1",0,"1","no","no",0,0,4,0,"pt",0.981257600824971,0.464896416092405,0.233810235300803,"good","fail","fail","millenn",1,13,1
4411,3,"2",20,"2",0,"2","yes","no",6,0,0,0,"ft",0.87320249195952,0.75696827136471,0.659405880980024,"good","pass","dist","genz",1,118,1
4412,1,"1",19,"2",0,"1","no","no",5,0,0,1,"ft",0.804921531217455,0.716311505822083,0.535488614621445,"good","pass","pass","genz",1,118,1
4413,4,"1",25,"2",3,"1","no","no",0,0,0,0,"pt",0.966968489179066,0.473052838501628,0.508220303657268,"good","pass","fail","millenn",1,156,0
4414,4,"4",27,"2",3,"1","no","no",0,0,0,0,"pt",0.835564515552171,0.409336738133785,0.235173700464577,"good","fail","fail","millenn",1,15,1
4415,4,"2",28,"1",2,"1","no","no",3,0,0,0,"ft",0.763365622513185,0.554919771284924,0.547226368816556,"good","pass","pass","millenn",1,156,0
4416,2,"1",17,"1",2,"1","no","no",7,0,0,0,"ft",0.976946485653448,0.882601256506429,0.946666040603472,"good","dist","dist","genz",1,26,1
4417,5,"1",23,"1",2,"3","yes","yes",0,0,0,0,"ft",0.869404070870914,0.585264385489985,0.697205743208582,"good","pass","pass","millenn",1,95,1
4418,3,"5",25,"1",2,"1","no","no",4,2,0,0,"ft",0.656979885564842,0.579784099498856,0.340764806392088,"ok","fail","pass","millenn",1,156,0
4419,2,"4",21,"1",0,"2","yes","no",6,0,0,0,"ft",0.988612675049738,0.718855776659103,0.968248632694568,"good","dist","pass","millenn",1,156,0
4420,3,"1",35,"1",1,"1","no","no",3,0,0,0,"pt",0.558853612667977,0.575782330528298,0.575677163831368,"ok","pass","pass","geny",1,156,0
4421,5,"2",39,"1",3,"1","no","no",8,0,0,0,"pt",0.953541423102402,0.856625443027351,0.705588916575479,"good","pass","dist","geny",1,156,0
4422,2,"2",28,"4",2,"1","no","no",0,0,0,1,"ft",0.909555148274152,0.574076842366145,0.671741527465495,"good","pass","pass","millenn",1,156,0
4423,2,"5",35,"4",2,"1","yes","no",0,0,0,0,"ft",0.995438403920952,0.420905262438867,0.273044686312731,"good","fail","fail","geny",1,156,0
4424,1,"1",24,"4",3,"1","no","no",4,0,0,0,"pt",0.808224360992934,0.626600184639946,0.598120520289059,"good","pass","pass","millenn",1,156,0
4425,2,"1",25,"1",0,"1","no","no",3,0,0,0,"ft",0.882064891522658,0.60228767668025,0.515610913959171,"good","pass","pass","millenn",1,156,0
4426,4,"2",31,"2",0,"3","yes","no",0,0,0,0,"ft",0.968791664775069,0.509809422703571,0.801608014444176,"good","dist","pass","millenn",1,156,0
4427,2,"1",21,"2",1,"1","no","no",0,0,1,0,"pt",0.918077085099567,0.556232375656355,0.774641156762606,"good","dist","pass","millenn",1,40,1
4428,3,"2",21,"2",2,"1","no","no",0,0,0,0,"ft",0.960820277855343,0.541831448501072,0.733292993413592,"good","pass","pass","millenn",1,156,0
4429,2,"1",35,"2",1,"1","no","no",3,0,0,0,"ft",0.875555394546665,0.504020366891809,0.668298170130115,"good","pass","pass","geny",1,156,0
4430,3,"2",25,"1",3,"1","no","no",7,0,0,0,"pt",0.881644089954444,0.832768354259156,0.813103705181507,"good","dist","dist","millenn",1,156,0
4431,4,"5",30,"1",2,"1","no","no",0,0,0,0,"pt",0.919762302105146,0.397586495085008,0.191138659812239,"good","fail","fail","millenn",1,148,1
4432,2,"1",22,"1",0,"1","no","no",0,0,0,0,"pt",0.927941948945681,0.459192185641464,0.473536747222253,"good","fail","fail","millenn",1,156,0
4433,2,"5",21,"2",0,"1","no","no",0,0,0,0,"ft",0.686978435526014,0.359741144837996,0.561383327045803,"ok","pass","fail","millenn",1,150,1
4434,5,"3",39,"3",0,"1","no","yes",0,0,0,0,"pt",0.974681643238893,0.600580734157736,0.69387946767356,"good","pass","pass","geny",1,26,1
4435,4,"3",23,"1",0,"3","yes","no",1,0,0,0,"ft",0.991822519480735,0.538805701860658,0.435352387815358,"good","fail","pass","millenn",1,156,0
4436,2,"3",31,"3",2,"3","yes","no",2,0,0,0,"ft",0.958967804420867,0.526690911194114,0.367766370527361,"good","fail","pass","millenn",1,156,0
4437,3,"1",17,"2",0,"3","yes","no",5,0,0,0,"ft",0.925000291252479,0.743851868400441,0.961725524765163,"good","dist","pass","genz",1,156,0
4438,1,"1",26,"1",0,"1","no","no",1,0,0,0,"ft",0.848014953618104,0.382705962018774,0.821372117436618,"good","dist","fail","millenn",1,153,1
4439,4,"1",16,"1",2,"1","yes","no",5,0,0,0,"ft",0.375613621393121,0.625577898088677,0.241730955920298,"poor","fail","pass","genz",1,26,1
4440,2,"1",32,"2",0,"1","no","no",3,0,0,0,"pt",0.972266573727475,0.561727216109705,0.526289938844925,"good","pass","pass","millenn",1,40,1
4441,3,"2",27,"1",1,"3","yes","no",5,0,0,0,"ft",0.700480967935808,0.627911086091885,0.709536475193532,"ok","pass","pass","millenn",1,23,1
4442,1,"1",26,"2",2,"1","no","no",6,0,0,0,"pt",0.722918253569492,0.679925424569297,0.908157166378256,"ok","dist","pass","millenn",1,156,0
4443,4,"1",43,"1",2,"3","no","no",6,0,4,0,"ft",0.859627365389225,0.609162064117025,0.83075024204871,"good","dist","pass","geny",1,156,0
4444,3,"3",28,"1",2,"1","no","no",0,0,0,0,"pt",0.728002019845839,0.390336904330233,0.419583407478298,"ok","fail","fail","millenn",1,52,1
4445,4,"3",19,"2",0,"1","no","yes",6,0,0,0,"ft",0.772560710569818,0.720715731559004,0.923119970673504,"good","dist","pass","genz",1,156,0
4446,2,"1",35,"1",3,"1","no","no",0,0,0,0,"pt",0.991930662727925,0.389304710952216,0.232471129915247,"good","fail","fail","geny",1,156,0
4447,3,"1",26,"4",0,"1","no","no",5,0,0,0,"pt",0.914629632707126,0.671824635411675,0.940812729351395,"good","dist","pass","millenn",1,156,0
4448,2,"1",35,"2",0,"1","no","no",4,1,0,0,"pt",0.976181556739451,0.581570378855933,0.817474942540969,"good","dist","pass","geny",1,156,0
4449,3,"5",19,"1",3,"1","no","no",3,0,0,0,"ft",0.894498667274338,0.547385844177817,0.647493600051096,"good","pass","pass","genz",1,156,0
4450,3,"3",27,"1",0,"1","no","no",6,0,0,0,"ft",0.962358865018105,0.77821289143595,0.84726175496811,"good","dist","dist","millenn",1,156,0
4451,2,"1",25,"1",2,"3","yes","no",0,0,0,0,"ft",0.917097708685917,0.34357906425775,0.138970690722021,"good","fail","fail","millenn",1,156,0
4452,2,"3",29,"1",0,"1","no","no",4,0,0,0,"ft",0.939387812680606,0.720068763093155,0.571245806378449,"good","pass","pass","millenn",1,156,0
4453,2,"1",26,"2",0,"3","no","no",6,0,0,0,"ft",0.941810365219774,0.840714953417116,0.486391598337209,"good","fail","dist","millenn",1,156,0
4454,3,"1",30,"1",1,"1","yes","no",0,0,0,5,"pt",0.92427204970928,0.469227428260158,0.153346532836895,"good","fail","fail","millenn",1,156,0
4455,5,"3",29,"2",0,"3","yes","no",6,0,0,0,"ft",0.842253757616275,0.642066839925714,0.803596845419262,"good","dist","pass","millenn",1,156,0
4456,5,"2",31,"1",0,"1","no","no",7,0,0,0,"pt",0.701339616779908,0.857054882928685,0.704464958574207,"ok","pass","dist","millenn",1,156,0
4457,2,"2",31,"1",0,"3","no","no",0,0,0,0,"ft",0.86654291607487,0.529301066297799,0.516869991277791,"good","pass","pass","millenn",1,26,1
4458,4,"1",23,"1",0,"3","yes","yes",5,0,0,0,"ft",0.860368963631945,0.791800258537522,0.797406529190449,"good","dist","dist","millenn",1,156,0
4459,3,"1",27,"1",0,"3","yes","no",5,0,0,0,"ft",0.907041436440066,0.735450433717309,0.63124794916253,"good","pass","pass","millenn",1,156,0
4460,3,"3",32,"2",0,"1","no","no",2,0,0,0,"pt",0.903746867891868,0.596028590267451,0.941583769751444,"good","dist","pass","millenn",1,66,1
4461,2,"3",18,"1",0,"1","yes","no",0,0,0,0,"ft",0.990793619519228,0.534355746427294,0.861765138601384,"good","dist","pass","genz",1,66,1
4462,2,"2",32,"2",0,"3","no","no",3,0,0,0,"ft",0.970211159369928,0.423784298255828,0.743249850589926,"good","pass","fail","millenn",1,156,0
4463,2,"2",33,"1",0,"2","no","no",5,0,0,0,"ft",0.914277990477333,0.716886524568995,0.842640240427633,"good","dist","pass","millenn",1,156,0
4464,5,"5",28,"2",2,"1","yes","no",2,0,2,0,"pt",0.413987183094159,0.526720937815052,0.0624645289575262,"poor","fail","pass","millenn",1,131,1
4465,2,"3",37,"2",2,"1","no","no",5,0,0,0,"pt",0.912890762525447,0.659438043284509,0.866488906799929,"good","dist","pass","geny",1,156,0
4466,2,"1",25,"1",0,"1","no","no",3,0,0,0,"pt",0.950036757915718,0.622905828593692,0.901017475900511,"good","dist","pass","millenn",1,66,1
4467,5,"2",24,"1",0,"1","no","no",1,0,0,0,"pt",0.743253606205597,0.42111548321943,0.267201689461587,"ok","fail","fail","millenn",1,26,1
4468,2,"1",30,"1",0,"1","no","no",1,0,0,0,"pt",0.88660186865681,0.478205276877179,0.52726550849381,"good","pass","fail","millenn",1,156,0
4469,1,"1",41,"2",3,"3","no","no",4,0,0,0,"ft",0.967772718309077,0.72771979626138,0.912289859130638,"good","dist","pass","geny",1,66,1
4470,2,"2",21,"2",0,"1","yes","no",0,0,0,0,"pt",0.717943245641853,0.34875461482835,0.293367607570529,"ok","fail","fail","millenn",1,156,0
4471,4,"1",36,"2",3,"1","no","no",0,0,1,0,"pt",0.630665405157543,0.516180949209914,0.510266019067489,"ok","pass","pass","geny",1,156,0
4472,3,"1",33,"2",3,"1","no","no",1,0,0,1,"pt",0.776634257460615,0.533061361554675,0.552368038858223,"good","pass","pass","millenn",1,156,0
4473,2,"1",17,"2",2,"1","yes","no",6,0,0,0,"ft",0.906317683614583,0.76931851489825,0.969077718279833,"good","dist","dist","genz",1,40,1
4474,3,"1",22,"2",2,"2","yes","no",2,0,0,0,"ft",0.976399764127294,0.53800735681565,0.909323401542214,"good","dist","pass","millenn",1,93,1
4475,2,"1",26,"1",0,"1","no","no",4,0,0,0,"pt",0.944556700916423,0.62724221904734,0.9190561768992,"good","dist","pass","millenn",1,156,0
4476,5,"4",17,"1",0,"3","yes","no",6,0,0,4,"ft",0.966652416083956,0.852698883561852,0.715005903364999,"good","pass","dist","genz",1,93,1
4477,1,"5",25,"1",0,"1","no","no",9,0,0,0,"pt",0.93765198000769,0.789766713608414,0.609227348590128,"good","pass","dist","millenn",1,156,0
4478,3,"1",22,"2",3,"3","yes","no",0,0,0,0,"ft",0.805085933845244,0.407104947295587,0.234455150848427,"good","fail","fail","millenn",1,156,0
4479,2,"1",21,"1",1,"1","yes","no",0,1,0,0,"ft",0.996085770435783,0.572733705311543,0.543619607833067,"good","pass","pass","millenn",1,13,1
4480,4,"3",30,"2",2,"1","no","no",0,0,0,0,"pt",0.99250834447225,0.452038876699132,0.470904552382252,"good","fail","fail","millenn",1,118,1
4481,4,"2",22,"1",1,"1","no","yes",5,0,0,0,"pt",0.756637518827056,0.694369493776659,0.810068871202021,"good","dist","pass","millenn",1,156,0
4482,2,"3",22,"1",2,"3","no","no",6,0,0,0,"ft",0.89625095796273,0.711544326642164,0.707963491906486,"good","pass","pass","millenn",1,156,0
4483,2,"1",20,"2",0,"1","no","no",6,0,0,0,"pt",0.980546311150576,0.776378265176636,0.664787262197942,"good","pass","dist","genz",1,26,1
4484,2,"1",24,"2",1,"1","no","no",3,0,0,0,"pt",0.958265911904325,0.537996589601996,0.564773730085181,"good","pass","pass","millenn",1,156,0
4485,2,"2",20,"2",2,"3","yes","no",0,0,0,3,"ft",0.77042562537131,0.411778135972501,0.0671966097172645,"good","fail","fail","genz",1,156,0
4486,4,"1",24,"1",2,"1","no","no",3,0,0,0,"ft",0.827438698570267,0.617805912231474,0.843985676232579,"good","dist","pass","millenn",1,156,0
4487,4,"2",19,"2",0,"1","yes","no",0,0,0,0,"ft",0.903655936413722,0.495612164368628,0.725497466818594,"good","pass","fail","genz",1,156,0
4488,4,"1",27,"1",0,"1","no","no",0,2,0,0,"ft",0.935073961538535,0.535818863846094,0.207335432921617,"good","fail","pass","millenn",1,40,1
